V1,V2,V3
1281.95731063931,3260.97211273456,12138.354346166
1304.95092166785,3284.65146331916,12280.7126428237
1328.27209111487,3310.11741364826,12426.882044989
1351.92863186649,3332.8468278632,12571.9588865551
1375.93338605961,3355.18076835047,12718.3982229999
1400.2972471002,3379.55759115,12866.285161791
1425.02841066754,3401.28539012959,13015.6787856709
1450.13375689235,3425.1726276529,13160.5779259708
1475.62207314741,3446.42474662901,13313.3127375472
1501.50364872852,3469.97804791727,13467.7424273375
1527.78575381263,3490.91993115652,13623.9147745522
1554.47706968328,3514.27857134016,13781.8896349979
1581.58299583532,3535.02190156238,13954.1481921015
1609.11329730552,3558.28990209167,14116.2375067507
1637.08187417497,3579.00131781646,14280.3357809121
1665.50140347902,3602.41890222411,14446.5345252458
1694.3812586465,3623.32084380842,14614.8954180663
1723.72981351657,3647.04636208483,14788.5515435134
1753.55299786141,3668.24161257581,14961.6514814169
1783.85406427423,3692.3213224845,15137.0090886972
1814.63681537294,3716.58569170663,15314.6381020182
1845.90424533355,3738.22916472439,15494.5459243672
1877.66063061944,3762.83191910385,15685.2674824598
1909.91238298794,3784.77710013363,15870.1456149517
1942.67047966646,3809.80030561341,16057.4364033471
1975.94403741469,3835.10091984593,16247.198346015
2009.73935527229,3857.75538047538,16439.4664799249
2044.06436343894,3883.64277541479,16644.5383441453
2078.92236818631,3906.84697565955,16842.2839882018
2114.31488793679,3933.32879738246,17042.5958144655
2150.24481625455,3960.1110560603,17245.4827079323
2186.71318458732,3984.09566527062,17450.939344208
2223.72243793302,4011.42420034716,17680.427374902
2261.27831882583,4039.05285444228,17891.5452333732
2299.3875005815,4063.82912628318,18105.3190002747
2338.058570257,4092.10784942765,18321.8048652105
2377.29575563992,4120.7489236127,18541.0248108492
2417.1032134769,4146.49457048954,18762.1644152368
2457.48312202867,4175.84816217898,18987.1460971193
2498.43551600732,4205.55798328689,19214.8845914906
2539.96106591327,4235.61635336034,19445.3770639013
2582.0581484922,4262.61549475819,19678.6041131818
2624.72877096847,4293.30744182351,19925.3162310954
2667.97579996259,4324.33853827292,20164.4080691909
2711.80304076495,4355.7219100177,20406.2877095757
2756.21639539567,4383.96513471077,20650.9954494215
2801.21860184783,4416.08141452834,20898.5481556889
2846.81007285306,4448.58049875857,21189.323473427
2892.99095608687,4481.45983363962,21443.2215182114
2939.75998720926,4511.06076692046,21699.9583987933
2987.11438706537,4544.63858787529,21959.5134888845
3035.05093918002,4578.55820797536,22221.8641473716
3083.56837643607,4612.81554750808,22507.391395135
3132.66634705371,4647.41221420182,22775.7672392863
3182.35046151182,4678.55915035516,23046.9791399751
3232.62271493374,4713.87955251722,23321.0454825967
3283.48247039619,4749.58734740601,23597.9662873775
3334.9301546989,4785.69128266631,23900.4110732471
3386.95679748521,4822.15725007059,24183.4618998834
3439.54061695482,4854.8953654038,24469.172873678
3492.66921157865,4891.82540150414,24757.4659316575
3546.32930721818,4928.93599491047,25048.2587296215
3600.50673967253,4966.17981154438,25353.2535709575
3655.1949923641,5003.54642750627,25649.1855859922
3710.38714842414,5041.02513250458,25947.4674423459
3766.08029381249,5078.62448034387,26248.0952101
3822.26391153844,5116.32052476064,26551.0128633355
3878.93295279956,5149.83053145263,26883.4975151998
3936.07752090027,5187.67152446531,27191.3888741562
3993.68564895232,5225.5676538674,27501.442221421
4051.74318050138,5263.48611701098,27813.5813644066
4110.24167820008,5301.42051445964,28127.7707752641
4169.17073542629,5339.3574742773,28473.6468609418
4228.51951095466,5377.28332393577,28792.2689138187
4288.28679137968,5415.22613622578,29112.8597462111
4348.46129315818,5453.1726482785,29435.3679824644
4409.03820265828,5491.1377843079,29759.7870113501
4470.00566036477,5529.10837346534,30103.0836811778
4531.34960360563,5567.06372660854,30431.4884144215
4593.05903749693,5604.99721781836,30761.6358357826
4655.11716247842,5638.13405752028,31093.4424160316
4717.51024804797,5675.9177459973,31426.846364284
4780.22600454091,5713.62877646179,31811.9613445445
4843.25561423584,5751.27463730639,32149.0336683438
4906.59013708876,5788.86322289161,32487.5954127366
4970.22051550699,5826.40283840847,32827.618731861
5034.13363049183,5863.8868369836,33169.0496094317
5098.26234629946,5901.14757817099,33547.2442966641
5162.58740889098,5938.16032752027,33890.1791394783
5227.08902920734,5974.89986309862,34233.4816525864
5291.74896469757,6011.34839599208,34577.0564062537
5356.54854693074,6047.487888801,34920.8060678156
5421.46442003364,6083.28400089937,35303.6643636795
5486.48339669631,6118.74213599485,35647.9192731945
5551.59000764222,6153.86000625367,35992.0894039283
5616.76637917023,6188.62735233062,36336.0855139696
5682.00106015805,6223.05869249535,36679.8605134637
5747.27357024866,6257.13597363576,37064.7271549861
5812.5630472232,6290.8409278965,37408.2177058715
5877.84593065084,6324.14665238495,37751.1529765196
5943.10052814165,6357.03430109911,38093.4224726812
6008.30478687626,6389.48483429426,38434.9141232136
6073.43629833308,6421.4790259023,38819.3080282007
6138.47716074638,6453.0147667953,39159.4079065461
6203.406898284,6484.08151331883,39498.4317403233
6268.20977266691,6514.68628806099,39836.309904917
6332.86754500913,6544.8277937113,40172.9572131224
6397.35935357405,6574.49614091498,40554.4385538672
6461.66158612999,6603.67258005823,40888.7755998216
6525.74517729732,6632.32026899673,41221.5088392541
6589.58841052096,6660.42888011128,41552.5330438148
6653.16413936764,6687.97001345788,41881.7092387822
6716.45019082026,6714.93320142472,42257.4448155039
6779.41888195424,6741.28970867221,42583.0346771664
6842.05850582007,6767.06590740249,42906.4855651298
6904.34669521414,6792.25195529211,43227.6899219832
6966.26376195286,6816.84746191801,43546.5572554078
7027.78724411942,6840.84296548638,43913.8007364702
7088.89179355435,6864.21968764405,44228.1069858192
7149.54905749026,6886.94928815785,44539.6966865869
7209.73618465671,6909.02224033163,44848.4606069762
7269.42740167678,6930.41957487727,45154.2715656437
7328.59390355775,6951.11264587354,45510.0398445426
7387.21848037025,6971.1113090327,45810.0169654523
7445.27820160818,6990.40651143646,46106.709067267
7502.75916315581,7009.01869392246,46400.062909601
7559.63269568143,7026.91991709581,46689.933850412
7615.8852305101,7044.13138584637,47031.4735572805
7671.48821245142,7060.62546251441,47314.5485627706
7726.41917591435,7076.39424396036,47593.8347252842
7780.64328887426,7091.39000701553,47869.1496059714
7834.14431864143,7105.62479842237,48140.4253919908
7886.89686940133,7119.08095529783,48464.7699305636
7938.87879676494,7131.75098563926,48728.0050936201
7990.06813033396,7143.62761566451,48986.8633853733
8040.45602763284,7154.74465276233,49241.3214543553
8090.01466685565,7165.07525138614,49491.2393454702
8138.51303019206,7173.95417266621,49794.362542697
8186.04475871617,7181.73977380593,50033.4004675777
8232.69364401669,7188.75497221151,50267.6574319647
8278.49969976104,7195.18215007914,50497.406145165
8323.48452514975,7201.14391664453,50722.8054065591
8367.65403905361,7206.71237709194,51004.7748647447
8411.00134687005,7211.91867142954,51221.9108209494
8453.53030329497,7216.82611626511,51434.7850085909
8495.22825603637,7221.44597177322,51643.3445604584
8536.07941547505,7225.7790549394,51847.5171660588
8576.06823958464,7229.82621972668,52109.6671958937
8615.17944820668,7233.58835831938,52305.1504545273
8653.3839684231,7237.0235095767,52495.9452295945
8690.66332943875,7240.12151173782,52681.9616520023
8726.99929077959,7242.87213476742,52863.1109219701
8762.36315794325,7245.2326483371,53103.0909313106
8796.74063410927,7247.20328789164,53274.396900205
8830.1141673934,7248.7734974346,53440.5245868617
8862.47011385851,7249.94358499772,53601.411414959
8893.78793573372,7250.69209560796,53756.9526632563
8924.05099903056,7251.00839752602,53972.1469632798
8953.24666361937,7250.89282481754,54116.9986455116
8981.34800079464,7250.30181850681,54256.2124573586
9008.34302419555,7249.23562284574,54389.7334186547
9034.20908203202,7247.66147095674,54517.4416195016
9058.93123657555,7245.56857912546,54705.3731186802
9082.49868173349,7242.95729219888,54821.4388333236
9104.89734248789,7239.81698481852,54931.4898577397
9126.1210659894,7236.1593318223,55035.5034650679
9146.15296129889,7231.96280005684,55133.3915229265
9164.98784105452,7227.23932026019,55292.0587343209
9182.61351057777,7221.97868455076,55377.733493452
9199.01824484222,7216.17076113828,55457.1352571448
9214.1907997873,7209.80550073651,55530.2072655608
9228.12422382704,7202.88416373059,55596.9179502524
9240.808290238,7195.39693041987,55724.7200138594
9252.23709469084,7187.34532610617,55778.665712721
9262.40910147637,7178.74228303502,55826.1607926824
9271.31951938058,7169.58966574903,55867.1837782742
9278.96410839133,7159.88948727886,55901.7157769712
9285.33534380686,7149.63262892513,55997.5688958153
9290.43776606459,7138.84394869613,56019.1129150543
9294.26112748791,7127.503335581,56034.0920264689
9296.80340858758,7115.61336995143,56042.4977239437
9298.06315836411,7103.17678162713,56044.3241634
9298.03949196738,7090.1964470423,56107.5249260925
9296.73594579109,7076.68669765391,56096.2007836748
9294.14506871588,7062.62808653414,56078.2628220822
9290.27538862387,7048.04654216316,56053.762360831
9285.12829776081,7032.94551843883,56022.7068973484
