year,,,,,,,,,,,,,,,,
,USA,CAN,WEU  ,JPK,ANZ,CEE,FSU,MDE,CAM,SAM,SAS,SEA,CHI,NAF,SSA,SIS
2158,40440.79879,4913.455664,56586.46982,14040.11883,4862.775884,3133.010913,5272.283914,16395.99641,8601.50887,14725.89896,42544.64282,23185.36681,16660.24126,6718.179753,81662.75734,1526.928148
2159,40608.17092,4954.348279,57039.69033,14114.49192,4902.439995,3155.292246,5310.638997,16577.98418,8712.28917,14865.32195,43126.12969,23441.93183,16711.82874,6793.436885,83511.13742,1546.561995
2160,40776.23575,4995.581225,57496.54084,14189.25897,4942.427634,3177.73204,5349.273107,16761.99194,8824.496228,15006.06497,43715.56414,23701.33595,16763.57596,6869.537048,85401.35431,1566.448301
2161,40774.28553,4991.432575,57439.49912,14141.97959,4938.330249,3170.942382,5340.352268,16756.9292,8814.523133,14976.78514,43632.29439,23652.52978,16700.90195,6859.934483,85402.13733,1562.906336
2162,40772.33539,4987.287371,57382.514,14094.85774,4934.236261,3164.167231,5331.446305,16751.86799,8804.561309,14947.56245,43549.18325,23603.82411,16638.46226,6850.345341,85402.92035,1559.372379
2163,40770.38535,4983.145609,57325.58542,14047.89291,4930.145667,3157.406557,5322.555195,16746.80831,8794.610744,14918.39677,43466.23042,23555.21873,16576.25601,6840.769604,85403.70338,1555.846413
2164,40768.4354,4979.007286,57268.71331,14001.08457,4926.058464,3150.660327,5313.678913,16741.75016,8784.671424,14889.288,43383.43561,23506.71344,16514.28233,6831.207251,85404.48642,1552.32842
2165,40766.48555,4974.872401,57211.89762,13954.43219,4921.97465,3143.928512,5304.817433,16736.69353,8774.743337,14860.23602,43300.79849,23458.30804,16452.54036,6821.658266,85405.26947,1548.818382
2166,40922.45173,5013.905385,57646.37303,14032.04411,4959.881248,3165.924494,5342.327994,16910.54639,8881.449785,14996.19796,43867.86397,23709.65694,16511.91099,6894.169974,87199.67854,1568.102904
2167,41079.01462,5053.244623,58084.14791,14110.0877,4998.079784,3188.074367,5380.103794,17086.20514,8989.453851,15133.40387,44442.3557,23963.69898,16571.49586,6967.452454,89031.78909,1587.62754
2168,41236.1765,5092.892517,58525.24731,14188.56535,5036.572506,3210.379208,5418.146708,17263.68855,9098.771315,15271.86513,45024.37096,24220.463,16631.29575,7041.513901,90902.39323,1607.39528
2169,41393.93965,5132.851491,58969.69649,14267.47948,5075.36168,3232.840102,5456.458624,17443.01558,9209.418148,15411.59322,45614.00827,24479.97817,16691.31144,7116.362593,92812.29974,1627.40915
2170,41552.30638,5173.123983,59417.52088,14346.83251,5114.449588,3255.458139,5495.041446,17624.20537,9321.410518,15552.59974,46211.36744,24742.27397,16751.5437,7192.006899,94762.33437,1647.672215
2171,41549.18969,5169.591993,59370.37191,14311.47291,5110.972109,3250.197334,5488.008044,17618.7362,9312.630113,15529.2144,46141.90873,24702.90992,16705.69404,7183.945332,94743.23809,1644.782629
2172,41546.07324,5166.062415,59323.26036,14276.20046,5107.496995,3244.94503,5480.983644,17613.26873,9303.857979,15505.86423,46072.55442,24663.60849,16659.96987,7175.8928,94724.14565,1641.898111
2173,41542.95702,5162.535247,59276.18618,14241.01494,5104.024244,3239.701214,5473.968236,17607.80295,9295.094108,15482.54917,46003.30436,24624.36959,16614.37085,7167.849295,94705.05707,1639.018651
